loan_id,received_date,origination_year,loss_amount,loss_rank,positive_loss_loan_count,cumulative_positive_loss_loan_count,cumulative_positive_loss_loan_share,portfolio_positive_loss_amount,cumulative_positive_loss_amount,cumulative_positive_loss_share
LRQ-769854,2020-10-13,2020,18504.02,1146,2232,1146,0.5134408602150538,68905381.05,59394016.64,0.8619648528886555
LRQ-803795,2020-10-13,2020,18504.02,1147,2232,1147,0.5138888888888888,68905381.05,59412520.66,0.8622333953408998
LRQ-120147,2024-10-12,2024,18466.88,1148,2232,1148,0.514336917562724,68905381.05,59430987.54,0.8625013987931499
LRQ-745754,2024-10-12,2024,18466.88,1149,2232,1149,0.5147849462365591,68905381.05,59449454.42,0.8627694022453999
LRQ-330598,2020-09-01,2020,18400.00,1150,2232,1150,0.5152329749103942,68905381.05,59467854.42,0.8630364350913056
LRQ-742198,2020-09-01,2020,18400.00,1151,2232,1151,0.5156810035842294,68905381.05,59486254.42,0.8633034679372114
LRQ-755668,2020-09-01,2020,18400.00,1152,2232,1152,0.5161290322580645,68905381.05,59504654.42,0.863570500783117
LRQ-132480,2023-06-02,2023,18385.78,1153,2232,1153,0.5165770609318996,68905381.05,59523040.20,0.8638373272590734
LRQ-357081,2023-06-02,2023,18385.78,1154,2232,1154,0.5170250896057348,68905381.05,59541425.98,0.8641041537350297
LRQ-948842,2025-04-04,2025,18385.35,1155,2232,1155,0.5174731182795699,68905381.05,59559811.33,0.8643709739705445
LRQ-898847,2023-09-13,2023,18374.85,1156,2232,1156,0.517921146953405,68905381.05,59578186.18,0.8646376418231854
LRQ-189057,2019-08-31,2019,18351.09,1157,2232,1157,0.5183691756272402,68905381.05,59596537.27,0.8649039648551513
LRQ-341313,2019-08-31,2019,18351.09,1158,2232,1158,0.5188172043010753,68905381.05,59614888.36,0.865170287887117
LRQ-442840,2019-08-31,2019,18351.09,1159,2232,1159,0.5192652329749103,68905381.05,59633239.45,0.865436610919083
LRQ-387933,2020-06-24,2020,18324.96,1160,2232,1160,0.5197132616487455,68905381.05,59651564.41,0.8657025547353823
LRQ-954371,2019-01-26,2019,18250.11,1161,2232,1161,0.5201612903225806,68905381.05,59669814.52,0.8659674122794798
LRQ-474004,2023-04-23,2023,18239.00,1162,2232,1162,0.5206093189964157,68905381.05,59688053.52,0.8662321085879838
LRQ-420415,2023-04-15,2023,18219.66,1163,2232,1163,0.5210573476702509,68905381.05,59706273.18,0.8664965242217466
LRQ-656735,2022-11-21,2022,18216.00,1164,2232,1164,0.521505376344086,68905381.05,59724489.18,0.8667608867391933
LRQ-737882,2022-11-21,2022,18216.00,1165,2232,1165,0.5219534050179212,68905381.05,59742705.18,0.8670252492566399
LRQ-115341,2021-02-14,2021,18180.12,1166,2232,1166,0.5224014336917563,68905381.05,59760885.30,0.867289091060037
LRQ-832170,2024-09-26,2024,18175.52,1167,2232,1167,0.5228494623655914,68905381.05,59779060.82,0.8675528661052228
LRQ-711594,2022-05-13,2022,18142.40,1168,2232,1168,0.5232974910394266,68905381.05,59797203.22,0.8678161604912857
LRQ-177963,2022-08-11,2022,18123.14,1169,2232,1169,0.5237455197132617,68905381.05,59815326.36,0.8680791753636199
LRQ-974855,2018-11-24,2018,18097.54,1170,2232,1170,0.5241935483870968,68905381.05,59833423.90,0.8683418187119945
LRQ-547566,2025-06-13,2025,18081.90,1171,2232,1171,0.524641577060932,68905381.05,59851505.80,0.8686042350824501
LRQ-697100,2025-06-13,2025,18081.90,1172,2232,1172,0.525089605734767,68905381.05,59869587.70,0.8688666514529058
LRQ-914729,2025-06-13,2025,18081.90,1173,2232,1173,0.5255376344086021,68905381.05,59887669.60,0.8691290678233613
LRQ-363017,2023-09-29,2023,18046.57,1174,2232,1174,0.5259856630824373,68905381.05,59905716.17,0.8693909714617274
LRQ-793906,2024-08-02,2024,18042.25,1175,2232,1175,0.5264336917562724,68905381.05,59923758.42,0.8696528124054254
LRQ-135343,2024-08-24,2024,18006.39,1176,2232,1176,0.5268817204301075,68905381.05,59941764.81,0.8699141329253269
LRQ-453707,2024-08-24,2024,18006.39,1177,2232,1177,0.5273297491039427,68905381.05,59959771.20,0.8701754534452285
LRQ-131157,2019-04-07,2019,17999.23,1178,2232,1178,0.5277777777777778,68905381.05,59977770.43,0.8704366700545225
LRQ-614366,2023-06-08,2023,17982.08,1179,2232,1179,0.5282258064516129,68905381.05,59995752.51,0.8706976377717891
LRQ-922947,2020-06-11,2020,17975.25,1180,2232,1180,0.5286738351254481,68905381.05,60013727.76,0.8709585063676243
LRQ-575273,2023-09-13,2023,17926.86,1181,2232,1181,0.5291218637992832,68905381.05,60031654.62,0.8712186726961
LRQ-627190,2023-09-13,2023,17926.86,1182,2232,1182,0.5295698924731183,68905381.05,60049581.48,0.8714788390245757
LRQ-293989,2023-12-29,2023,17882.28,1183,2232,1183,0.5300179211469535,68905381.05,60067463.76,0.8717383583789063
LRQ-298667,2023-12-29,2023,17882.28,1184,2232,1184,0.5304659498207885,68905381.05,60085346.04,0.8719978777332369
LRQ-416983,2024-08-07,2024,17878.54,1185,2232,1185,0.5309139784946236,68905381.05,60103224.58,0.872257342810239
LRQ-934339,2024-08-07,2024,17878.54,1186,2232,1186,0.5313620071684588,68905381.05,60121103.12,0.8725168078872412
LRQ-106105,2025-10-29,2025,17859.96,1187,2232,1187,0.5318100358422939,68905381.05,60138963.08,0.8727760033191196
LRQ-429326,2023-03-18,2023,17854.92,1188,2232,1188,0.532258064516129,68905381.05,60156818.00,0.8730351256072185
LRQ-919890,2023-03-18,2023,17854.92,1189,2232,1189,0.5327060931899642,68905381.05,60174672.92,0.8732942478953174
LRQ-945998,2022-04-28,2022,17793.65,1190,2232,1190,0.5331541218637993,68905381.05,60192466.57,0.8735524809930647
LRQ-327566,2025-09-16,2025,17759.90,1191,2232,1191,0.5336021505376344,68905381.05,60210226.47,0.8738102242887169
LRQ-312985,2025-04-21,2025,17753.15,1192,2232,1192,0.5340501792114696,68905381.05,60227979.62,0.8740678696239501
LRQ-502263,2025-04-21,2025,17753.15,1193,2232,1193,0.5344982078853047,68905381.05,60245732.77,0.8743255149591834
LRQ-579201,2025-04-21,2025,17753.15,1194,2232,1194,0.5349462365591398,68905381.05,60263485.92,0.8745831602944166
LRQ-903213,2019-05-06,2019,17717.80,1195,2232,1195,0.535394265232975,68905381.05,60281203.72,0.8748402926073072
LRQ-763910,2024-12-09,2024,17684.85,1196,2232,1196,0.53584229390681,68905381.05,60298888.57,0.8750969467282266
LRQ-992369,2024-12-09,2024,17684.85,1197,2232,1197,0.5362903225806451,68905381.05,60316573.42,0.8753536008491459
LRQ-994530,2019-08-12,2019,17669.37,1198,2232,1198,0.5367383512544803,68905381.05,60334242.79,0.875610030314171
LRQ-789057,2024-04-13,2024,17542.06,1199,2232,1199,0.5371863799283154,68905381.05,60351784.85,0.8758646121731302
LRQ-814463,2025-06-05,2025,17528.50,1200,2232,1200,0.5376344086021505,68905381.05,60369313.35,0.876118997240492
LRQ-851459,2021-01-14,2021,17432.80,1201,2232,1201,0.5380824372759857,68905381.05,60386746.15,0.8763719934468021
LRQ-241640,2023-01-16,2023,17392.93,1202,2232,1202,0.5385304659498208,68905381.05,60404139.08,0.8766244110335705
LRQ-994259,2023-01-16,2023,17392.93,1203,2232,1203,0.5389784946236559,68905381.05,60421532.01,0.8768768286203389
LRQ-267209,2024-10-11,2024,17354.88,1204,2232,1204,0.5394265232974911,68905381.05,60438886.89,0.8771286940005972
LRQ-606706,2024-11-12,2024,17349.47,1205,2232,1205,0.5398745519713262,68905381.05,60456236.36,0.8773804808673937
LRQ-952437,2024-11-12,2024,17349.47,1206,2232,1206,0.5403225806451613,68905381.05,60473585.83,0.8776322677341902
LRQ-710982,2022-05-11,2022,17327.28,1207,2232,1207,0.5407706093189965,68905381.05,60490913.11,0.8778837325651797
LRQ-667681,2023-10-23,2023,17318.56,1208,2232,1208,0.5412186379928315,68905381.05,60508231.67,0.8781350708458204
LRQ-443520,2022-05-26,2022,17297.31,1209,2232,1209,0.5416666666666666,68905381.05,60525528.98,0.8783861007325494
LRQ-440427,2023-08-29,2023,17175.22,1210,2232,1210,0.5421146953405018,68905381.05,60542704.20,0.87863535876927
LRQ-204172,2018-07-06,2018,17168.08,1211,2232,1211,0.5425627240143369,68905381.05,60559872.28,0.8788845131856361
LRQ-610134,2018-07-06,2018,17168.08,1212,2232,1212,0.543010752688172,68905381.05,60577040.36,0.8791336676020022
LRQ-940677,2018-07-06,2018,17168.08,1213,2232,1213,0.5434587813620072,68905381.05,60594208.44,0.8793828220183684
LRQ-898925,2024-12-18,2024,17155.83,1214,2232,1214,0.5439068100358423,68905381.05,60611364.27,0.8796317986547149
LRQ-280549,2025-02-11,2025,17123.56,1215,2232,1215,0.5443548387096774,68905381.05,60628487.83,0.8798803069676951
LRQ-260492,2025-02-04,2025,17097.28,1216,2232,1216,0.5448028673835126,68905381.05,60645585.11,0.8801284338881107
LRQ-648815,2021-02-28,2021,17094.15,1217,2232,1217,0.5452508960573477,68905381.05,60662679.26,0.8803765153839171
LRQ-158672,2025-03-31,2025,17086.85,1218,2232,1218,0.5456989247311828,68905381.05,60679766.11,0.8806244909373446
LRQ-251969,2025-10-26,2025,17061.86,1219,2232,1219,0.546146953405018,68905381.05,60696827.97,0.8808721038195318
LRQ-727282,2025-10-26,2025,17061.86,1220,2232,1220,0.546594982078853,68905381.05,60713889.83,0.8811197167017191
LRQ-831727,2023-04-27,2023,17051.41,1221,2232,1221,0.5470430107526881,68905381.05,60730941.24,0.8813671779266651
LRQ-815303,2024-11-23,2024,17025.59,1222,2232,1222,0.5474910394265233,68905381.05,60747966.83,0.8816142644348673
LRQ-328540,2022-08-14,2022,16962.50,1223,2232,1223,0.5479390681003584,68905381.05,60764929.33,0.8818604353396867
LRQ-672519,2022-05-13,2022,16869.08,1224,2232,1224,0.5483870967741935,68905381.05,60781798.41,0.8821052504723069
LRQ-771222,2019-09-02,2019,16822.57,1225,2232,1225,0.5488351254480287,68905381.05,60798620.98,0.8823493906213584
LRQ-903334,2025-04-26,2025,16758.22,1226,2232,1226,0.5492831541218638,68905381.05,60815379.20,0.8825925968810822
LRQ-120642,2022-09-28,2022,16736.16,1227,2232,1227,0.5497311827956989,68905381.05,60832115.36,0.8828354829916437
LRQ-183685,2024-07-14,2024,16722.71,1228,2232,1228,0.5501792114695341,68905381.05,60848838.07,0.883078173907
LRQ-574351,2023-08-31,2023,16708.29,1229,2232,1229,0.5506272401433692,68905381.05,60865546.36,0.8833206555498759
LRQ-802270,2023-08-31,2023,16708.29,1230,2232,1230,0.5510752688172043,68905381.05,60882254.65,0.8835631371927519
LRQ-708637,2021-01-04,2021,16638.95,1231,2232,1231,0.5515232974910395,68905381.05,60898893.60,0.8838046125281532
LRQ-116166,2025-06-14,2025,16627.79,1232,2232,1232,0.5519713261648745,68905381.05,60915521.39,0.8840459259023284
LRQ-571698,2025-06-14,2025,16627.79,1233,2232,1233,0.5524193548387096,68905381.05,60932149.18,0.8842872392765035
LRQ-464745,2022-05-22,2022,16598.14,1234,2232,1234,0.5528673835125448,68905381.05,60948747.32,0.8845281223504677
LRQ-915843,2025-03-01,2025,16584.86,1235,2232,1235,0.5533154121863799,68905381.05,60965332.18,0.884768812696378
LRQ-389818,2024-12-23,2024,16560.00,1236,2232,1236,0.553763440860215,68905381.05,60981892.18,0.8850091422576931
LRQ-856948,2020-09-27,2020,16560.00,1237,2232,1237,0.5542114695340502,68905381.05,60998452.18,0.8852494718190083
LRQ-694563,2020-09-01,2020,16543.46,1238,2232,1238,0.5546594982078853,68905381.05,61014995.64,0.8854895613410152
LRQ-632790,2024-09-21,2024,16516.06,1239,2232,1239,0.5551075268817204,68905381.05,61031511.70,0.8857292532162843
LRQ-460400,2020-07-10,2020,16380.97,1240,2232,1240,0.5555555555555556,68905381.05,61047892.67,0.885966984577034
LRQ-515391,2020-07-10,2020,16380.97,1241,2232,1241,0.5560035842293907,68905381.05,61064273.64,0.8862047159377838
LRQ-647183,2023-07-30,2023,16376.00,1242,2232,1242,0.5564516129032258,68905381.05,61080649.64,0.88644237517064
LRQ-296920,2018-07-17,2018,16355.76,1243,2232,1243,0.556899641577061,68905381.05,61097005.40,0.8866797406673655
LRQ-364460,2018-07-17,2018,16355.76,1244,2232,1244,0.557347670250896,68905381.05,61113361.16,0.886917106164091
LRQ-144334,2019-07-17,2019,16317.93,1245,2232,1245,0.5577956989247311,68905381.05,61129679.09,0.8871539226470907
LRQ-409197,2018-08-22,2018,16299.20,1246,2232,1246,0.5582437275985663,68905381.05,61145978.29,0.8873904673080681
LRQ-398812,2023-10-13,2023,16289.21,1247,2232,1247,0.5586917562724014,68905381.05,61162267.50,0.8876268669876255
LRQ-149945,2023-11-11,2023,16262.64,1248,2232,1248,0.5591397849462365,68905381.05,61178530.14,0.8878628810659484
LRQ-592983,2023-07-24,2023,16227.92,1249,2232,1249,0.5595878136200717,68905381.05,61194758.06,0.8880983912649012
LRQ-242366,2022-04-03,2022,16198.64,1250,2232,1250,0.5600358422939068,68905381.05,61210956.70,0.8883334765333252
LRQ-431617,2022-04-03,2022,16198.64,1251,2232,1251,0.5604838709677419,68905381.05,61227155.34,0.8885685618017493
LRQ-525489,2024-02-26,2024,16192.00,1252,2232,1252,0.5609318996415771,68905381.05,61243347.34,0.8888035507061463
LRQ-112997,2024-09-09,2024,16181.05,1253,2232,1253,0.5613799283154122,68905381.05,61259528.39,0.8890383806969746
LRQ-783889,2022-03-12,2022,16162.10,1254,2232,1254,0.5618279569892473,68905381.05,61275690.49,0.8892729356729971
LRQ-546896,2023-09-03,2023,16119.89,1255,2232,1255,0.5622759856630825,68905381.05,61291810.38,0.889506878069866
LRQ-346877,2024-08-17,2024,16070.74,1256,2232,1256,0.5627240143369175,68905381.05,61307881.12,0.8897401071697578
LRQ-495780,2025-01-09,2025,16069.16,1257,2232,1257,0.5631720430107527,68905381.05,61323950.28,0.8899733133396555
LRQ-772955,2022-11-10,2022,16064.40,1258,2232,1258,0.5636200716845878,68905381.05,61340014.68,0.8902064504293167
LRQ-688043,2023-09-05,2023,16063.20,1259,2232,1259,0.5640681003584229,68905381.05,61356077.88,0.8904395701037924
LRQ-294553,2025-02-21,2025,15944.61,1260,2232,1260,0.5645161290322581,68905381.05,61372022.49,0.8906709687225509
LRQ-142078,2018-07-22,2018,15862.57,1261,2232,1261,0.5649641577060932,68905381.05,61387885.06,0.8909011767231204
LRQ-559622,2023-11-12,2023,15839.92,1262,2232,1262,0.5654121863799283,68905381.05,61403724.98,0.8911310560120617
LRQ-239929,2019-08-15,2019,15835.70,1263,2232,1263,0.5658602150537635,68905381.05,61419560.68,0.8913608740576002
LRQ-621412,2025-02-24,2025,15825.66,1264,2232,1264,0.5663082437275986,68905381.05,61435386.34,0.8915905463960859
LRQ-166174,2023-09-16,2023,15760.58,1265,2232,1265,0.5667562724014337,68905381.05,61451146.92,0.8918192742510057
LRQ-206910,2023-09-16,2023,15760.58,1266,2232,1266,0.5672043010752689,68905381.05,61466907.50,0.8920480021059255
LRQ-437225,2022-11-08,2022,15754.83,1267,2232,1267,0.567652329749104,68905381.05,61482662.33,0.892276646513081
LRQ-655664,2023-11-07,2023,15738.50,1268,2232,1268,0.568100358422939,68905381.05,61498400.83,0.8925050539285857
LRQ-507595,2023-11-29,2023,15713.47,1269,2232,1269,0.5685483870967742,68905381.05,61514114.30,0.8927330980923441
LRQ-122487,2022-06-08,2022,15661.69,1270,2232,1270,0.5689964157706093,68905381.05,61529775.99,0.8929603907908438
LRQ-144162,2022-06-08,2022,15661.69,1271,2232,1271,0.5694444444444444,68905381.05,61545437.68,0.8931876834893434
LRQ-182941,2023-08-20,2023,15654.26,1272,2232,1272,0.5698924731182796,68905381.05,61561091.94,0.8934148683588189
LRQ-155927,2025-11-08,2025,15630.65,1273,2232,1273,0.5703405017921147,68905381.05,61576722.59,0.8936417105845177
LRQ-553878,2025-01-24,2025,15578.93,1274,2232,1274,0.5707885304659498,68905381.05,61592301.52,0.8938678022157169
LRQ-416238,2022-05-24,2022,15570.82,1275,2232,1275,0.571236559139785,68905381.05,61607872.34,0.8940937761492868
LRQ-848185,2022-05-24,2022,15570.82,1276,2232,1276,0.5716845878136201,68905381.05,61623443.16,0.8943197500828566
LRQ-400224,2024-09-16,2024,15415.17,1277,2232,1277,0.5721326164874552,68905381.05,61638858.33,0.8945434651217272
LRQ-189405,2023-10-21,2023,15378.65,1278,2232,1278,0.5725806451612904,68905381.05,61654236.98,0.8947666501584494
LRQ-703737,2023-07-01,2023,15358.59,1279,2232,1279,0.5730286738351255,68905381.05,61669595.57,0.894989544071319
LRQ-450510,2025-01-22,2025,15343.98,1280,2232,1280,0.5734767025089605,68905381.05,61684939.55,0.8952122259543037
LRQ-818807,2024-10-14,2024,15339.23,1281,2232,1281,0.5739247311827957,68905381.05,61700278.78,0.8954348389021789
LRQ-525346,2022-08-24,2022,15323.00,1282,2232,1282,0.5743727598566308,68905381.05,61715601.78,0.8956572163096688
LRQ-183393,2025-07-13,2025,15316.42,1283,2232,1283,0.5748207885304659,68905381.05,61730918.20,0.895879498223891
LRQ-762170,2024-02-23,2024,15272.00,1284,2232,1284,0.5752688172043011,68905381.05,61746190.20,0.8961011354859927
LRQ-119878,2023-12-08,2023,15263.59,1285,2232,1285,0.5757168458781362,68905381.05,61761453.79,0.8963226506966686
LRQ-767971,2023-12-08,2023,15263.59,1286,2232,1286,0.5761648745519713,68905381.05,61776717.38,0.8965441659073446
LRQ-534305,2018-12-02,2018,15232.83,1287,2232,1287,0.5766129032258065,68905381.05,61791950.21,0.896765234708763
LRQ-547467,2018-12-02,2018,15232.83,1288,2232,1288,0.5770609318996416,68905381.05,61807183.04,0.8969863035101814
LRQ-290095,2022-08-14,2022,15198.23,1289,2232,1289,0.5775089605734767,68905381.05,61822381.27,0.8972068701737483
LRQ-533946,2022-08-14,2022,15198.23,1290,2232,1290,0.5779569892473119,68905381.05,61837579.50,0.8974274368373151
LRQ-260786,2025-11-21,2025,15176.15,1291,2232,1291,0.578405017921147,68905381.05,61852755.65,0.8976476830614668
LRQ-406043,2024-10-29,2024,15100.62,1292,2232,1292,0.578853046594982,68905381.05,61867856.27,0.8978668331448115
LRQ-388114,2023-07-26,2023,15081.93,1293,2232,1293,0.5793010752688172,68905381.05,61882938.20,0.8980857119866403
LRQ-421141,2023-05-19,2023,15021.28,1294,2232,1294,0.5797491039426523,68905381.05,61897959.48,0.8983037106359635
LRQ-879303,2023-05-19,2023,15021.28,1295,2232,1295,0.5801971326164874,68905381.05,61912980.76,0.8985217092852866
LRQ-608347,2023-07-12,2023,15016.41,1296,2232,1296,0.5806451612903226,68905381.05,61927997.17,0.8987396372579817
LRQ-380965,2023-05-20,2023,14995.41,1297,2232,1297,0.5810931899641577,68905381.05,61942992.58,0.8989572604649285
LRQ-559545,2024-06-16,2024,14993.55,1298,2232,1298,0.5815412186379928,68905381.05,61957986.13,0.8991748566783379
LRQ-864934,2024-06-16,2024,14993.55,1299,2232,1299,0.581989247311828,68905381.05,61972979.68,0.899392452891747
LRQ-501668,2019-12-19,2019,14988.55,1300,2232,1300,0.5824372759856631,68905381.05,61987968.23,0.8996099765418829
LRQ-588188,2023-06-19,2023,14982.66,1301,2232,1301,0.5828853046594982,68905381.05,62002950.89,0.8998274147124828
LRQ-260438,2025-10-24,2025,14964.43,1302,2232,1302,0.5833333333333334,68905381.05,62017915.32,0.9000445883173881
LRQ-167890,2023-10-28,2023,14959.24,1303,2232,1303,0.5837813620071685,68905381.05,62032874.56,0.9002616866016157
LRQ-869809,2022-06-05,2022,14954.82,1304,2232,1304,0.5842293906810035,68905381.05,62047829.38,0.9004787207399095
LRQ-170092,2019-02-17,2019,14941.90,1305,2232,1305,0.5846774193548387,68905381.05,62062771.28,0.9006955673747051
LRQ-942503,2023-06-10,2023,14876.01,1306,2232,1306,0.5851254480286738,68905381.05,62077647.29,0.9009114577706845
LRQ-620505,2025-10-08,2025,14866.13,1307,2232,1307,0.5855734767025089,68905381.05,62092513.42,0.9011272047816359
LRQ-556647,2022-04-20,2022,14841.31,1308,2232,1308,0.5860215053763441,68905381.05,62107354.73,0.9013425915884983
LRQ-822928,2022-04-20,2022,14841.31,1309,2232,1309,0.5864695340501792,68905381.05,62122196.04,0.9015579783953608
LRQ-600712,2024-12-01,2024,14793.60,1310,2232,1310,0.5869175627240143,68905381.05,62136989.64,0.901772672803469
LRQ-213856,2024-09-30,2024,14779.14,1311,2232,1311,0.5873655913978495,68905381.05,62151768.78,0.9019871573585907
LRQ-851079,2024-09-30,2024,14779.14,1312,2232,1312,0.5878136200716846,68905381.05,62166547.92,0.9022016419137124
LRQ-988344,2018-09-20,2018,14777.35,1313,2232,1313,0.5882616487455197,68905381.05,62181325.27,0.9024161004911823
LRQ-713213,2019-11-24,2019,14709.05,1314,2232,1314,0.5887096774193549,68905381.05,62196034.32,0.9026295678543381
LRQ-469195,2023-01-31,2023,14703.55,1315,2232,1315,0.58915770609319,68905381.05,62210737.87,0.9028429553978934
LRQ-700151,2023-01-31,2023,14703.55,1316,2232,1316,0.589605734767025,68905381.05,62225441.42,0.9030563429414488
LRQ-512070,2025-05-09,2025,14673.87,1317,2232,1317,0.5900537634408602,68905381.05,62240115.29,0.9032692997494134
LRQ-806123,2023-02-17,2023,14662.41,1318,2232,1318,0.5905017921146953,68905381.05,62254777.70,0.9034820902423557
LRQ-513562,2020-08-04,2020,14638.16,1319,2232,1319,0.5909498207885304,68905381.05,62269415.86,0.9036945288034222
LRQ-411477,2020-03-06,2020,14630.48,1320,2232,1320,0.5913978494623656,68905381.05,62284046.34,0.9039068559073008
LRQ-257920,2025-06-15,2025,14620.58,1321,2232,1321,0.5918458781362007,68905381.05,62298666.92,0.9041190393358982
LRQ-450268,2025-06-15,2025,14620.58,1322,2232,1322,0.5922939068100358,68905381.05,62313287.50,0.9043312227644956
LRQ-169608,2023-07-05,2023,14574.40,1323,2232,1323,0.592741935483871,68905381.05,62327861.90,0.9045427359987004
LRQ-815563,2019-08-09,2019,14547.54,1324,2232,1324,0.5931899641577061,68905381.05,62342409.44,0.9047538594230008
LRQ-479777,2024-03-30,2024,14531.44,1325,2232,1325,0.5936379928315412,68905381.05,62356940.88,0.9049647491935611
LRQ-993156,2023-09-02,2023,14491.58,1326,2232,1326,0.5940860215053764,68905381.05,62371432.46,0.9051750604897062
LRQ-497904,2023-09-12,2023,14488.33,1327,2232,1327,0.5945340501792115,68905381.05,62385920.79,0.9053853246197237
LRQ-406916,2023-11-10,2023,14442.77,1328,2232,1328,0.5949820788530465,68905381.05,62400363.56,0.9055949275531944
LRQ-188299,2020-03-11,2020,14431.01,1329,2232,1329,0.5954301075268817,68905381.05,62414794.57,0.9058043598178462
LRQ-546585,2020-03-11,2020,14431.01,1330,2232,1330,0.5958781362007168,68905381.05,62429225.58,0.906013792082498
LRQ-187870,2023-10-30,2023,14425.60,1331,2232,1331,0.5963261648745519,68905381.05,62443651.18,0.9062231458336881
LRQ-875224,2023-11-09,2023,14403.37,1332,2232,1332,0.5967741935483871,68905381.05,62458054.55,0.9064321769685649
LRQ-319036,2024-08-08,2024,14389.87,1333,2232,1333,0.5972222222222222,68905381.05,62472444.42,0.9066410121826037
LRQ-378953,2024-08-08,2024,14389.87,1334,2232,1334,0.5976702508960573,68905381.05,62486834.29,0.9068498473966425
LRQ-420989,2024-08-08,2024,14389.87,1335,2232,1335,0.5981182795698925,68905381.05,62501224.16,0.9070586826106812
LRQ-289654,2024-02-16,2024,14389.17,1336,2232,1336,0.5985663082437276,68905381.05,62515613.33,0.9072675076658617
LRQ-174985,2023-01-28,2023,14362.29,1337,2232,1337,0.5990143369175627,68905381.05,62529975.62,0.9074759426208847
LRQ-783252,2022-10-22,2022,14354.54,1338,2232,1338,0.5994623655913979,68905381.05,62544330.16,0.9076842651028341
LRQ-838354,2022-10-22,2022,14354.54,1339,2232,1339,0.599910394265233,68905381.05,62558684.70,0.9078925875847835
LRQ-417367,2022-05-29,2022,14329.52,1340,2232,1340,0.600358422939068,68905381.05,62573014.22,0.908100546960113
LRQ-599759,2018-09-18,2018,14242.63,1341,2232,1341,0.6008064516129032,68905381.05,62587256.85,0.9083072453308784
LRQ-509208,2023-01-15,2023,14237.75,1342,2232,1342,0.6012544802867383,68905381.05,62601494.60,0.9085138728798888
LRQ-386248,2024-11-22,2024,14221.56,1343,2232,1343,0.6017025089605734,68905381.05,62615716.16,0.9087202654690203
LRQ-165606,2020-08-09,2020,14219.89,1344,2232,1344,0.6021505376344086,68905381.05,62629936.05,0.9089266338220184
LRQ-907959,2020-08-09,2020,14219.89,1345,2232,1345,0.6025985663082437,68905381.05,62644155.94,0.9091330021750167
LRQ-129569,2023-06-19,2023,14218.21,1346,2232,1346,0.6030465949820788,68905381.05,62658374.15,0.9093393461467549
LRQ-323308,2020-06-18,2020,14216.74,1347,2232,1347,0.603494623655914,68905381.05,62672590.89,0.909545668784891
LRQ-904972,2020-06-18,2020,14216.74,1348,2232,1348,0.6039426523297491,68905381.05,62686807.63,0.909751991423027
LRQ-176155,2023-10-17,2023,14194.33,1349,2232,1349,0.6043906810035843,68905381.05,62701001.96,0.9099579888325718
LRQ-192851,2023-10-17,2023,14194.33,1350,2232,1350,0.6048387096774194,68905381.05,62715196.29,0.9101639862421166
LRQ-856388,2023-10-17,2023,14194.33,1351,2232,1351,0.6052867383512545,68905381.05,62729390.62,0.9103699836516614
LRQ-520622,2022-05-16,2022,14153.78,1352,2232,1352,0.6057347670250897,68905381.05,62743544.40,0.9105753925730594
LRQ-737709,2022-05-16,2022,14153.78,1353,2232,1353,0.6061827956989247,68905381.05,62757698.18,0.9107808014944575
LRQ-394888,2023-05-26,2023,14117.57,1354,2232,1354,0.6066308243727598,68905381.05,62771815.75,0.91098568491263
LRQ-713507,2025-01-03,2025,14053.40,1355,2232,1355,0.607078853046595,68905381.05,62785869.15,0.9111896370537523
LRQ-791847,2024-07-21,2024,14008.88,1356,2232,1356,0.6075268817204301,68905381.05,62799878.03,0.9113929430914889
LRQ-511529,2022-11-28,2022,13987.29,1357,2232,1357,0.6079749103942652,68905381.05,62813865.32,0.9115959358010111
LRQ-883111,2025-03-30,2025,13943.98,1358,2232,1358,0.6084229390681004,68905381.05,62827809.30,0.9117982999674595
LRQ-266158,2023-10-03,2023,13940.24,1359,2232,1359,0.6088709677419355,68905381.05,62841749.54,0.9120006098565796
LRQ-919378,2019-03-30,2019,13914.82,1360,2232,1360,0.6093189964157706,68905381.05,62855664.36,0.9122025508340179
LRQ-243193,2022-06-14,2022,13894.80,1361,2232,1361,0.6097670250896058,68905381.05,62869559.16,0.9124042012681098
LRQ-563193,2022-06-14,2022,13894.80,1362,2232,1362,0.6102150537634409,68905381.05,62883453.96,0.9126058517022018
LRQ-730962,2022-06-14,2022,13894.80,1363,2232,1363,0.610663082437276,68905381.05,62897348.76,0.9128075021362936
LRQ-219848,2023-10-11,2023,13860.87,1364,2232,1364,0.6111111111111112,68905381.05,62911209.63,0.9130086601560127
LRQ-677852,2023-10-11,2023,13860.87,1365,2232,1365,0.6115591397849462,68905381.05,62925070.50,0.9132098181757317
LRQ-861835,2023-10-11,2023,13860.87,1366,2232,1366,0.6120071684587813,68905381.05,62938931.37,0.9134109761954505
LRQ-391304,2019-02-12,2019,13805.83,1367,2232,1367,0.6124551971326165,68905381.05,62952737.20,0.9136113354386567
LRQ-746656,2019-02-12,2019,13805.83,1368,2232,1368,0.6129032258064516,68905381.05,62966543.03,0.9138116946818626
LRQ-261316,2020-01-16,2020,13788.50,1369,2232,1369,0.6133512544802867,68905381.05,62980331.53,0.9140118024207633
